-9.9827,-3.3661,3.1232,6.9405,2.1832,-2.9623,-8.4973,-7.6883,-4.069,2.0591,1.0541,5.9236,9.5389,8.041,5.2672,11.696,16.689,16.405,13.336,9.4573,11.62,13.525,19.874,21.753,18.833,17.582,10.8,4.6575,1.0063,7.6634,14.228,18.015,15.577,12.881,10.342,3.7802,4.5926,7.8415,2.0442,-3.9244,-8.5667,-2.067,0.062211,2.7328,5.3612,3.3159,5.3962,12.447,10.912,8.7225,9.1924,1.696,2.8694,5.3327,13.317,17.894,11.788,5.6999,2.8194,1.9829,3.8694,5.7834,9.9333,15.67,22.69,24.209,21.315,13.427,13.363,13.871,15.459,21.123,25.762,22.112,22.447,23.256,22.758,17.618,11.47,12.29,14.758,20.199,26.312,28.51,30.214,28.033,26.957,33.476,36.898,39.08,36.147,36.361,34.691,31.083,25.766,21.685,18.827,15.531,15.923,22.247,27.765,23.454,23.288,18.87,18.267,22.92,23.186,26.521,20.459,14.494,10.68,6.1463,4.5871,10.318,12.673,13.228,12.169,17.694
1.6548,0.14706,1.2875,-2.7205,-5.3723,-9.7162,-12.614,-11.214,-14.854,-13.34,-17.535,-12.839,-10.484,-10.662,-13.535,-12.771,-16.935,-17.45,-13.281,-7.3434,-5.0249,-3.1569,-4.4367,-9.1776,-14.315,-21.452,-24.83,-21.155,-19.661,-20.611,-17.999,-13.541,-8.09,-10.644,-12.622,-15.485,-21.507,-21.038,-22.664,-26.26,-28.932,-32.548,-27.008,-29.493,-31.838,-32.715,-36.829,-37.45,-42.571,-44.163,-42.558,-42.761,-47.238,-54.047,-52.659,-55.241,-55.36,-54.656,-52.986,-45.372,-44.143,-46.569,-50.952,-54.354,-55.887,-55.443,-60.051,-59.192,-56.293,-49.646,-45.993,-45.85,-41.717,-44.872,-49.922,-53.937,-51.532,-49.726,-46.086,-39.152,-40.17,-45.89,-49.453,-45.033,-37.585,-31.981,-38.043,-36.603,-42.287,-38.024,-36.545,-42.84,-49.574,-46.433,-43.672,-39.897,-41.729,-45.463,-42.31,-44.76,-42.158,-36.501,-35.352,-34.271,-29.165,-23.308,-29.632,-27.074,-25.753,-29.151,-33.094,-34.846,-33.419,-29.362,-27.29,-25.237,-27.635,-28.47
13.17,15.313,13.183,8.8849,4.3072,3.438,-0.04687,-6.8675,-11.21,-7.4576,-2.6826,-0.42418,4.8002,11.123,16.146,18.789,20.516,27.44,32.399,31.6,25.049,18.525,19.228,14.068,10.469,12.12,12.706,13.614,7.9398,4.6442,2.4487,-1.6877,-5.1059,-10.752,-16.949,-18.438,-14.85,-8.4838,-2.6263,-3.2837,-8.7562,-10.414,-15.216,-9.9975,-3.4553,2.9842,8.9543,8.3322,4.0271,-2.5072,-9.3752,-9.8325,-4.3173,-1.6286,-0.96781,-5.7005,-9.6337,-13.226,-19.579,-20.032,-26.684,-33.977,-38.517,-39.321,-38.769,-32.965,-28.495,-28.844,-22.953,-27.944,-34.591,-40.244,-36.801,-31.333,-27.782,-20.28,-12.604,-15.643,-18.205,-16.792,-23.131,-21.855,-18.091,-12.328,-11.299,-16.984,-20.862,-17.538,-16.312,-21.819,-28.238,-31.568,-29.122,-24.319,-22.72,-17.876,-11.71,-8.9068,-2.8584,-0.96275,2.2235,3.4492,-3.5904,-9.4404,-15.191,-14.152,-11.731,-4.956,-2.9,-3.8523,-9.1665,-15.496,-22.527,-20.233,-13.411,-5.8034,1.3011,5.5615
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117
