12.673,6.1553,4.107,3.1181,-1.8659,-7.2675,-4.1898,-3.3407,-3.8801,-8.9437,-9.6123,-14.216,-16.194,-19.801,-14.128,-12.65,-8.0537,-8.8805,-10.028,-14.897,-17.743,-20.566,-22.716,-23.978,-24.517,-19.178,-21.844,-25.399,-29.046,-31.204,-32.563,-37.173,-43.491,-43.29,-40.893,-36.042,-32.194,-36.147,-41.404,-47.332,-49.14,-46.759,-43.505,-38.505,-32.909,-30.762,-35.377,-40.886,-42.211,-48.856,-50.367,-47.102,-50.581,-12.95,-8.915,-6.0388,-9.5688,-15.39,-21.198,-22.289,-26.732,-25.039,-29.788,-26.407,-22.068,-27.219,-33.964,-38.474,-37.857,-30.557,-27.659,-24.816,-19.686,-16.69,-13.903,-16.549,-20.819,-22.015,-20.467,-21.067,-25.561,-30.25,-32.436,-33.255,-30.964,-29.847,-27.518,-33.67,-39.453,-42.5,-40.805,-37.182,-36.312,-30.138,-25.413,-18.656,-14.531,-14.888,-7.8011,-3.8883,-1.2236,-3.3026,-10.174,-14.431,-15.468,-11.065,-7.3593,-6.5769
0.098406,-0.13339,-3.2429,-9.3708,-13.104,-18.174,-18.111,-12.316,-11.965,-15.818,-20.37,-15.995,-9.6305,-14.163,-13.645,-7.0965,-3.5407,-6.3903,-10.257,-6.0588,-2.1608,2.9179,-2.4495,-9.2158,-16.259,-17.903,-16.664,-10.531,-5.0506,-8.2995,-15.163,-19.628,-15.691,-13.643,-6.9795,-1.4494,0.52442,0.66883,-3.144,0.53575,0.32542,3.0084,7.6092,11.761,11.042,12.086,12.199,11.951,17.508,18.698,17.602,18.7,22.847,-4.2525,0.80425,4.9365,4.3927,1.3755,2.7606,1.6778,-3.394,-7.0496,-12.325,-18.221,-23.161,-25.399,-24.163,-18.305,-20.562,-20.046,-16.411,-11.205,-6.7104,-10.074,-15.606,-14.425,-18.376,-22.247,-23.513,-19.906,-14.083,-9.2511,-5.7389,-8.3704,-14.106,-20.36,-26.653,-27.833,-23.381,-16.728,-13.932,-18.567,-25.421,-27.376,-26.869,-28.352,-31.425,-30.121,-30.769,-28.97,-25.338,-20.021,-21.781,-28.094,-29.798,-23.997,-17.576,-10.451
7.4222,9.3271,14.719,17.569,21.957,20.906,14.573,10.265,3.3576,1.5219,7.1416,4.5675,5.2548,9.4354,13.643,14.886,17.658,23.972,28.786,32.515,27.173,22.357,17.959,17.577,17.103,22.13,28.24,30.218,27.117,21.851,23.568,26.817,27.164,20.469,19.544,19.696,13.806,7.6285,4.8034,6.8076,13.472,19.467,15.124,12.261,16.786,23.561,28.865,25.087,21.144,20.023,13.58,7.4508,3.2426,1.6206,-1.457,3.4095,9.3722,11.096,6.9029,-0.31854,1.5049,7.2914,7.7501,5.1119,1.6976,-4.1158,-8.0656,-10.074,-16.943,-17.838,-12.416,-10.007,-10.666,-16.506,-13.741,-7.3242,-4.6751,-10.225,-17.157,-23.117,-22.83,-19.666,-13.631,-6.7787,-2.6384,1.5491,6.0416,3.3148,1.8876,3.417,9.4581,13.93,14.937,14.847,20.107,21.574,16.968,10.254,9.0191,3.421,-1.7064,-4.6949,-2.6853,-2.5525,-9.2578,-13.219,-13.69,-12.345
4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,13,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
