5.2755,1.592,-1.1688,-3.9848,-8.5671,-14.156,-14.257,-15.536,-12.935,-13.004,-19.908,-24.406,-30.71,-34.167,-38.475,-38.628,-31.894,-26.977,-23.242,-18.306,-15.084,-13.212,-12.802,-16.295,-16.682,-21.777,-23.229,-27.119,-33.119,-32.561,-30.74,-28.627,-31.942,-35.626,-33.88,-30.478,-29.401,-27.149,-21.563,-23.721,-27.924,-23.671,-26.736,-22.634,-20.146,-13.378,-14.174,-14.996,-16.108,-17.201,-12.221,-5.1109,-1.9163,-2.4912,-8.8478,-13.522,-9.6698,-9.3187,-9.5209,-5.7415,0.18487,6.5023,11.498,8.2536,1.2053,4.8228,0.994,3.312,10.956,14.168,16.734,11.891,10.559,7.2521,-0.14532,-0.07456,-0.06224,-4.973,-9.1002,-10.437,-10.368,-10.754,-5.1228,0.91562,2.4833,-1.2299,0.88066,-2.9906,-9.4052,-12.235,-7.1221,-3.146,-6.6631,-13.213,-14.742,-21.38,-23.129,-22.328,-18.629,-20.759,-24.118,-27.709,-32.094,-32.692,-32.688,-35.31,-33.439,-30.357,-25.744,-18.816,-18.337,-23.33,-25.306,-19.226,-19.907,-25.896,-26.558,-26.497,-21.838,-22.694,-27.974,-30.259
2.5288,4.2807,9.0401,14.921,12.677,9.4584,16.353,20.094,18.304,11.618,10.98,16.037,16.498,11.244,6.5955,5.7084,9.2936,14.311,18.072,14.626,8.3945,0.63114,-2.374,2.1806,8.1402,3.4982,4.3309,10.266,5.8185,-0.83492,0.26302,7.5245,13.225,13.669,9.5897,3.5096,-3.5181,-7.5213,-5.3977,-4.18,1.4011,6.7301,11.817,16.672,13.036,10.776,4.9797,-1.0469,-1.8406,-0.48684,3.43,3.7877,7.7253,4.1526,2.6917,-1.3879,-6.4484,-7.8493,-6.5379,-7.9461,-4.3201,-2.5191,-5.8522,-7.0809,-6.3976,-4.9767,-7.7199,-9.8577,-9.59,-13.407,-20.106,-24.626,-22.685,-17.93,-16.64,-20.037,-24.706,-21.749,-16.287,-17.199,-18.683,-25.761,-24.079,-25.221,-31.821,-34.489,-28.23,-25.779,-24.211,-30.864,-34.505,-32.626,-39.064,-39.351,-42.428,-43.106,-38.631,-33.478,-29.333,-29.963,-35.764,-40.077,-38.93,-32.132,-25.313,-27.919,-30.583,-24.266,-21.349,-21.107,-27.89,-29.588,-23.279,-23.273,-30.069,-30.505,-23.714,-17.255,-13.068,-16.686,-19.89,-25.95
0.99659,6.7184,11.071,9.4517,4.7545,6.2885,8.2136,2.7553,-4.3386,-3.4179,-0.61165,2.6328,3.1756,4.3526,0.88518,-6.0709,-5.4489,-8.024,-12.718,-16.088,-17.386,-15.503,-9.2873,-4.5541,-9.1139,-10.593,-17.438,-18.6,-18.054,-19.299,-25.661,-27.156,-23.647,-17.017,-10.891,-8.4326,-6.9637,-1.3236,1.8369,8.2803,8.5826,8.6157,11.887,15.165,20.573,19.22,15.1,11.995,18.54,25.295,28.569,28.25,33.521,39.549,42.47,39.136,36.135,29.956,23.071,17.482,18.107,19.571,23.622,29.729,29.255,35.257,39.851,45.464,45.673,40.322,40.046,37.61,30.942,26.622,25.783,31.479,36.746,40.971,39.683,33.25,26.66,26.093,22.34,17.567,18.041,23.767,25.26,19.283,16.017,16.799,14.319,8.7066,6.2924,9.2922,3.1874,4.9774,10.396,5.0391,1.2388,-5.2493,-8.1394,-4.5866,0.73927,-1.1212,0.67178,6.8371,13.228,12.078,7.8514,10.209,11.985,16.524,19.183,22.348,25.357,28.613,30.114,27.341,30.483,36.837,40.475,42.95
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
