14.58,15.553,15.348,9.176,6.4209,2.4262,-2.2054,-7.0261,-4.5136,-2.8812,-3.1672,-10.107,-13.394,-16.845,-18.189,-14.916,-17.527,-15.609,-8.9377,-2.6748,1.848,7.1518,2.7689,-4.564,-8.5979,-10.046,-4.1225,1.9584,6.3953,2.2119,-1.4335,3.2065,0.093966,-4.8002,-5.4278,-0.98153,1.4792,7.0045,4.6182,8.2163,2.2932,2.4282,0.29505,-3.0877,-7.7188,-0.46665,7.0935,12.224,10.845,5.4448,-0.82009,-3.5317,-8.8402,-7.1793,-6.6092,-11.609,-17.318,6.3366,11.582,17.807,17.419,18.088,18.87,12.176,12.751,7.1663,5.403,6.5173,8.0707,5.4151,6.3183,8.682,6.4202,7.8191,13.328,19.596,19.76,13.915,18.673,18.582,17.371,14.757,11.29,14.548,18.69,18.411,17.62,14.209,9.8755,8.2125,9.3353,15.998,22.45,25.009,28.609,27.029,23.807,19.055,12.358,12.813,18.897,24.488,19.723,13.085,13.626,0.41088,-0.48873,0.22349,-0.15352,-6.3337,-8.6934,-11.165,-11.561,-7.7089,-7.5125,-9.1254,-12.833,-17.978,-15.483,-17.565,-21.446,-23.455,-18.901,-18.168,-16.988,-12.003,-6.2914,-8.5271,-8.8326,-14.894,-20.884,-19.659,-15.567,-15.448,-9.9359,-9.1367,-9.6905,-14.415,-14.115,-11.25,-5.3922,-9.6681,-16.879,-23.765,-26.27,-23.421,-18.532,-14.967,-11.362,-5.8706,-3.0762,-1.0727
3.9675,-1.7263,-8.378,-12.047,-5.4285,-0.084733,4.4829,-0.69885,-7.1654,-11.726,-13.924,-14.816,-7.7394,-2.0973,-2.6941,1.7472,8.3092,9.2914,6.3248,4.0949,8.6357,11.6,16.054,16.381,11.869,16.671,19.589,14.666,9.8472,5.6597,8.5724,12.33,15.38,8.9306,3.5651,0.8496,-1.3312,-1.9374,-7.7293,-11.179,-13.529,-6.4378,-4.2839,-4.3002,-8.2899,-9.5622,-9.2763,-4.6466,1.0453,4.7142,4.7648,0.53373,0.13592,-7.5412,-13.629,-17.256,-20.997,0.30177,0.72069,-2.6707,-5.8105,-5.8293,-5.072,-6.9805,-11.676,-16.284,-13.624,-7.3886,-12.124,-18.852,-25.016,-23.415,-27.247,-27.023,-22.451,-19.359,-16.61,-15.328,-19.166,-14.475,-16.224,-14.29,-20.404,-25.028,-25.858,-28.94,-30.528,-36.523,-38.482,-35.07,-37.489,-37.657,-35.97,-38.236,-32.551,-29.464,-28.833,-31.108,-33.869,-27.821,-26,-24.912,-21.313,-18.287,-11.212,-16.403,-10.026,-6.0746,-11.596,-8.8518,-11.903,-17.253,-21.885,-17.032,-10.838,-6.0746,-2.5884,-4.0126,-9.0417,-12.247,-18.539,-21.948,-21.119,-18.048,-15.606,-17.428,-21.124,-28.273,-28.163,-24.825,-27.516,-33.981,-38.787,-40.859,-38.86,-37.538,-33.107,-29.725,-29.726,-24.393,-27.154,-25.801,-28.132,-26.479,-19.937,-15.023,-9.0519,-3.3654,-8.6094,-14.493,-16.698,-21.53
21.205,17.44,21.009,20.914,22.327,20.312,24.196,24.39,24.764,19.173,12.678,13.086,14.786,12.254,5.5882,1.06,2.9875,9.7006,9.7432,10.654,12.191,7.6718,4.8244,3.4752,-0.082243,-4.3492,-7.1852,-5.9354,-5.5347,-8.6283,-13.531,-16.431,-21.852,-23.941,-19.214,-14.273,-19.71,-17.25,-13.41,-8.2025,-5.573,-3.2916,2.5856,8.9738,4.6057,6.3435,5.6217,2.9249,6.9231,3.8718,1.0957,-3.5084,-7.2609,-7.0106,-3.482,-0.17366,-1.8616,-10.363,-6.1046,-6.0223,-12.457,-18.697,-25.527,-23.099,-17.322,-16.033,-22.485,-27.161,-32.483,-33.548,-34.889,-28.366,-23.932,-17.083,-15.751,-14.465,-20.733,-24.63,-26.95,-31.957,-38.136,-45.001,-44.381,-39.501,-33.736,-26.985,-19.724,-20.614,-25.543,-30.927,-37.356,-38.944,-38.074,-31.046,-29.048,-36.077,-42.477,-47.459,-48.907,-52.565,-51.594,-55.39,-59.276,-59.666,-58.146,-29.736,-26.315,-32.561,-37.884,-37.268,-30.461,-24.136,-18.233,-14.461,-17.881,-22.208,-18.224,-14.035,-9.5373,-14.841,-14.641,-21.346,-26.417,-33.421,-40.134,-44.809,-43.537,-43.376,-50.68,-50.715,-48.783,-45.918,-42.07,-35.145,-31.015,-24.062,-19.226,-24.001,-29.999,-27.41,-29.86,-35.251,-36.781,-34.304,-31.35,-27.539,-28.166,-29.618,-32.659,-31.246,-24.76,-19.769
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,36,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,70,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
