0.00096109,0.23648,-3.7696,-3.9645,1.3548,-0.91808,2.5691,-0.65133,-7.1709,-11.925,-10.395,-8.1283,-4.1171,0.98865,4.0262,1.7156,-4.0198,-9.9428,-9.3249,-12.148,-7.6486,-1.7414,-2.2657,-5.8723,-11.516,-11.331,-15.497,-14.013,-19.218,-17.945,-21.032,-22.038,-18.137,-16.868,-13.83,-11.351,-4.4367,-2.1644,-6.727,-11.516,-18.201,-17.246,-22.445,-25.56,-26.23,-26.681,-29.592,-29.398,-23.793,-17.504,-17.162,-20.703,-26.719,-25.573,-31.134,-30.487,-26.231,-26.803,-31.236,-31.648,-37.433,-40.291,-39.352,-39.981,-37.443,-44.464,-42.544,-45.53,-42.243,-36.868,-36.411,-32.885,-36.039,-38.091,-40.822,-36.194,-31.672
-0.72476,3.4174,2.9166,7.6162,5.4521,3.1452,7.0415,11.586,11.552,6.6739,0.86382,-4.719,-5.7605,-5.6228,-2.9731,-1.0506,1.2588,4.0965,-3.1389,-8.8201,-14.132,-10.622,-12.739,-17.615,-14.157,-7.2281,-2.4795,0.79867,-0.94437,-7.3924,-12.372,-11.14,-8.0532,-9.0268,-8.1117,-8.2645,-9.354,-2.7329,1.1284,2.1178,0.41632,6.1491,9.1543,3.0756,-4.3079,-8.2749,-3.2617,3.0136,6.9084,4.2953,3.7664,0.38014,2.4195,9.6886,13.086,15.866,10.993,4.6495,-1.2217,1.0176,4.9334,0.11617,-6.4608,-10.633,-7.8433,-7.714,-12.617,-7.64,-1.2153,-5.2676,-8.6014,-13.334,-18.025,-18.728,-13.806,-13.604,-10.505
-0.60961,-6.1099,-11.855,-17.024,-20.503,-26.225,-31.196,-35.03,-33.325,-33.154,-29.026,-31.158,-37.302,-32.923,-39.02,-45.512,-48.561,-48.141,-50.634,-49.373,-52.346,-50.971,-44.669,-41.501,-39.469,-41.023,-44.125,-38.884,-35.17,-31.415,-34.656,-41.236,-45.943,-54.02,-60.729,-67.394,-66.764,-63.675,-60.809,-56.166,-53.515,-50.29,-46.854,-43.729,-45.053,-51.033,-56.212,-54.751,-57.819,-59.36,-64.822,-69.259,-66.485,-64.752,-66.49,-72.765,-76.237,-79.751,-79.136,-72.665,-73.766,-69.47,-70.002,-64.588,-58.321,-55.228,-50.678,-45.686,-46.061,-46.253,-41.115,-44.315,-40.183,-33.49,-29.16,-23.487,-18.804
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76
