-20.265,-13.635,-7.643,-8.6999,-5.565,0.71736,1.5808,6.8819,12.528,17.61,21.094,21.323,19.998,18.471,11.551,5.6143,2.5794,1.2685,1.1545,5.922,8.8547,9.5254,12.977,14.025,12.541,9.5186,11.755,7.9255,3.9341,-0.74747,-2.8307,-3.1678,-8.1353,-10.047,-4.1075,0.27261,-5.4761,-10.498,-8.8909,-4.1857,-1.3876,-7.21,-12.434,-17.223,-15.631,-10.168,-5.8474,-4.8248,-4.2491,-5.519,-12.397,-18.856,-22.495,-19.461,-20.246,-24.254,-26.369,-22.717,-15.757,-16.167,-9.4389,-6.1367,-4.0664,-1.0727,2.6413,8.1249,6.1277,4.4773,-0.64339,-1.0402,1.314,1.6879,-0.46875,-7.2985,-9.3277,-11.05,-12.515,-18.187,-17.528,-23.63,-27.667,-25.857,-20.315,-13.815,-9.2747,-9.6587,-15.113,-19.233,-16.667,-14.716,-17.259,-18.074,-20.934,-27.116,-31.666,-29.926,-25.563,-20.12,-14.718,-11.943,-16.884,-20.932,-24.084,-28.043,-32.58
1.4679,2.8198,1.5859,-2.6483,-7.1612,-5.6689,1.3365,5.6607,1.7064,-3.5599,-7.0313,-12.853,-15.442,-21.893,-23.322,-22.697,-18.766,-12.259,-5.9385,-10.018,-13.996,-12.678,-6.3117,-6.4852,-6.7048,-0.42121,3.5995,0.48793,-4.7889,-9.647,-5.5417,1.0461,5.7075,6.1357,7.2333,1.4282,-2.7624,-7.6826,-14.381,-16.391,-12.772,-8.2756,-4.3804,-7.463,-14.412,-17.738,-19.363,-14.113,-7.322,-0.77849,0.35605,3.3621,-0.86192,1.8085,1.0404,-3.926,-10.393,-9.1021,-9.1546,-8.4185,-10.094,-14.715,-9.0472,-3.9975,-6.5173,-10.999,-13.669,-17.259,-21.595,-27.852,-31.059,-29.644,-22.942,-23.433,-29.714,-36.87,-38.114,-40.312,-36.567,-31.892,-27.511,-30.122,-33.786,-31.854,-28.825,-28.875,-24.016,-18.049,-12.478,-17.287,-23.659,-26.125,-29.705,-32.446,-26.964,-25.065,-25.371,-26.346,-28.286,-23.265,-18.421,-18.783,-17.118,-16.723,-11.543
-2.8045,-4.7267,-1.7132,3.3387,7.512,10.56,9.073,8.0879,6.5863,4.5633,-0.61694,-5.876,-12.596,-12.28,-12.38,-8.2923,-2.8598,0.32707,-1.8756,-5.1398,-9.8755,-16.979,-16.516,-9.4604,-2.6929,-1.5572,-6.4745,-11.467,-13.043,-12.401,-17.897,-22.39,-21.868,-15.201,-11.591,-9.3779,-9.6242,-8.701,-11.06,-16.153,-21.815,-23.052,-22.92,-18.725,-17.812,-21.13,-26.72,-31.776,-32.244,-33.061,-32.259,-32.584,-36.33,-42.526,-50.138,-53.795,-51.744,-46.045,-46.001,-39.143,-40.305,-44.731,-48.62,-44.314,-39.63,-40.772,-46.798,-52.611,-53.274,-50.341,-44.686,-37.515,-37.077,-39.046,-41.241,-41.114,-34.391,-30.989,-25.083,-24.574,-20.807,-14.246,-12.172,-13.366,-17.529,-24.517,-24.654,-25.812,-29.058,-33.627,-33.496,-39.19,-44.439,-41.712,-42.473,-48.962,-54.498,-58.607,-54.914,-50.731,-50.063,-44.357,-38.172,-32.614,-32.648
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
