-6.3847,0.30796,5.3768,2.4418,-0.17264,4.302,4.3917,7.8439,12.199,14.205,11.6,8.2853,2.6409,-2.6856,-4.3018,-0.45342,5.3585,10.473,7.8004,8.851,15.779,18.564,25.27,24.965,21.805,15.81,16.899,23.078,25.396,21.745,15.722,10.862,13.02,10.92,6.8643,10.531,10.625,13.285,17.736,17.518,19.185,22.164,25.47,29.219,26.346,20.617,16.034,18.631,20.767,25.878,27.71,31.531,36.273,34.418,32.224,29.817,24.786,24.099,19.842,14.551,13.665,14.446,16.044,16.39,19.528,26.081,32.635,35.909,35.141,38.344,39.944,41.252,39.883,34.369,29.074,22.738,24.498,29.092,32.355,33.97,31.777,29.931,23.463,22.599,22.961,23.01,21.962,27.877,27.08,23.14,17.026,12.543,8.5224,4.3381,4.5294,0.79295,0.39159,2.039,4.509,4.8329,-0.50037,1.6813,0.96975,0.47128,-1.2164,-1.1978,-7.6643
1.3927,1.0054,-2.897,-9.2636,-12.006,-10.211,-4.7613,1.4847,2.2909,1.8297,6.0269,10.014,7.2674,5.4119,4.3329,-0.7954,-4.6952,-4.3979,1.2951,7.6662,7.0532,4.3569,4.8662,1.1729,-0.14437,3.5439,10.518,13.642,11.17,6.8726,6.0731,11.074,17.112,23.214,23.609,24.717,19.901,17.895,12.924,8.9576,10.103,14.376,19.394,23.557,29.887,28.627,29.078,23.976,19.054,14.891,8.3321,9.0335,13.441,17.31,20.921,26.934,29.608,35.614,37.489,38.278,33.406,30.807,29.877,29.459,28.425,29.689,29.671,35.047,41.451,43.547,43.052,41.71,36.832,40.758,44.673,47.368,47.642,42.183,35.507,28.233,23.265,19.501,20.122,22.7,26.703,33.244,39.54,38.523,32.198,36.235,40.615,39.65,36.461,31.267,25.643,25.758,30.946,37.741,42.648,45.209,44.826,40.762,36.256,29.369,24.238,17.411,14.775
0.61358,1.9245,-0.46984,1.0966,6.9946,12.147,16.735,17.951,12.393,5.8503,0.60844,-4.1445,-7.0829,-11.78,-18.635,-21.665,-20.515,-15.678,-12.545,-15.645,-14.022,-8.3801,-10.343,-16.423,-22.941,-24.332,-23.445,-23.295,-29.525,-33.746,-36.833,-35.173,-32.443,-34.835,-40.643,-46.503,-51.658,-57.828,-60.145,-53.875,-46.63,-41.079,-37.456,-32.986,-32.209,-35.77,-40.463,-44.836,-49.974,-53.097,-55.433,-61.15,-58.071,-52.491,-47.186,-45.9,-49.424,-49.163,-43.981,-48.922,-53.858,-60.786,-67.957,-74.775,-80.895,-82.13,-79.052,-76.428,-73.706,-68.061,-60.943,-54.299,-49.442,-45.94,-44.658,-47.632,-54.124,-55.413,-56.23,-55.511,-60.328,-66.486,-69.403,-62.943,-57.638,-59.088,-61.77,-65.714,-68.861,-72.866,-72.787,-67.628,-62.858,-60.161,-56.194,-49.796,-44.734,-45.769,-50.144,-56.625,-61.306,-66.794,-72.169,-71.061,-66.121,-68.35,-67.527
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
