8.4275,6.9489,8.4445,6.1971,7.9642,5.6512,0.2061,-6.6997,-8.8222,-4.7914,-1.4131,-3.9121,-8.4897,-13.419,-19.881,-21.676,-17.863,-15.739,-19.046,-17.48,-24.362,-28.53,-30.866,-31.525,-29.746,-23.136,-18.866,-21.05,-22.263,-21.151,-15.33,-14.337,-11.267,-7.2351,-3.5804,-0.77622,0.66916,-4.747,-2.0054,-5.8948,-10.257,-13.616,-20.736,-19.507,-15.142,-9.7394,-11.167,-15.016,-18.143,-23.809,-29.248,-28.087,-21.315,-21.882,-19.61,-15.121,-11.6,-11.629,-8.2022,-9.826,-5.6649,-1.1026,3.8584,8.3891,8.7347,11.303,7.2595,4.521,-1.7018,-3.028,-5.0278,-9.3606,-16.483,-19.301,-25.576,-25.613,-32.077,-34.161,-32.571,-29.79,-30.866,-33.956,-34.229,-30.079,-26.359,-20.511,-22.067,-26.419,-25.904,-21.134,-14.493,-12.7,-7.4139,-4.3905,-10.763,-11.807,-4.8905,-1.6884,-5.9876,-6.4003,-5.5369,-11.076,-9.2847,-2.7439,1.2395,0.043218,-5.7532,-7.2874,-9.617,-14.823,-16.356
1.7818,-4.305,-9.9379,-13.782,-11.131,-4.4907,-0.25061,1.2727,-4.1651,-10.258,-13.145,-9.1134,-4.6642,-1.8685,-4.323,-9.8734,-10.701,-17.208,-20.038,-25.316,-26.823,-21.684,-17.61,-14.135,-15.947,-14.04,-17.626,-24.226,-29.307,-34.805,-38.215,-35.878,-29.706,-30.816,-37.184,-37.913,-34.406,-30.673,-25.786,-24.681,-23.305,-27.71,-28.224,-25.025,-20.928,-25.603,-32.259,-36.57,-38.86,-39.278,-43.014,-47.763,-45.81,-38.763,-32.544,-27.395,-33.356,-40.049,-46.32,-48.462,-46.607,-41.315,-39.183,-43.951,-45.35,-40.115,-35.257,-29.52,-30.183,-35.46,-38.246,-41.123,-40.812,-35.028,-32.925,-26.156,-24.724,-28.31,-34.649,-40.305,-40.975,-37.157,-31.65,-27.949,-22.477,-18.832,-16.948,-11.7,-9.6797,-4.5429,-6.0667,-8.4098,-12.834,-15.571,-16.963,-11.169,-10.727,-14.391,-9.7068,-10.488,-16.48,-19.986,-21.337,-23.587,-26.023,-23.989,-21.692,-25.456,-32.072,-33.413,-29.079
-5.1957,-8.4223,-4.8722,0.13518,6.4433,8.759,10.706,11.871,16.295,17.215,11.652,6.4246,3.0381,-1.006,-1.174,2.3819,8.3896,9.0025,3.4559,8.2141,10.122,7.6096,2.1559,-4.011,-10.841,-12.141,-7.7405,-5.6047,-0.38427,3.5522,5.3138,-1.3481,-3.5257,2.5318,3.4832,-2.9876,-9.2796,-11.216,-15.49,-21.224,-26.777,-30.488,-31.347,-37.224,-41.024,-41.286,-43.172,-39.356,-33.677,-29.84,-27.625,-22.089,-20.055,-19.51,-21.444,-19.043,-20.465,-23.068,-22.756,-29.067,-34.602,-34.144,-30.022,-27.946,-21.007,-17.461,-20.561,-24.003,-27.972,-23.064,-16.913,-12.258,-11.292,-10.426,-11.661,-13.136,-9.8497,-4.1508,-1.219,-3.9996,-10.77,-15.477,-19.572,-23.604,-22.899,-24.945,-31.554,-28.507,-21.851,-21.118,-22.203,-28.512,-27.182,-21.698,-18.315,-14.547,-14.615,-9.7665,-8.5954,-2.0414,1.2695,-0.96303,-7.9079,-6.4571,-1.0898,5.9008,9.0138,15.275,16.84,21.267,26.415
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110
