-2.8968,0.54085,0.40604,-6.3867,-7.5049,-8.0138,-2.0141,3.7368,6.5952,1.9275,-0.52195,1.9415,4.746,4.036,-1.6061,-8.6646,-13.47,-8.0023,-2.6439,-3.1593,-9.6002,-5.599,-10.247,-7.331,-2.7733,-3.9623,-8.0141,-5.5914,-11.172,-14.747,-16.661,-16.377,-19.414,-25.546,-29.446,-27.328,-27.801,-24.601,-22.278,-17.542,-10.735,-5.423,-9.2055,-12.853,-15.424,-12.591,-12.474,-8.1434,-12.081,-9.2734,-2.1697,1.203,1.6551,7.7705,8.7014,6.7566,12.657,13.376,11.46,18.408,24.898,27.945,28.149,21.786,22.895,19.032,15.705,16,22.483,25.699,28.879,24.26,24.194,20.423,15.631,13.15,18.306,23.371,22.091,16.371,19.594,13.932,10.772,6.66,8.3435,5.4856,2.9503,6.6773,13.091,15.784,11.448,16.173,14.149,13.033,14.994,16.811,23.043,24.889,26.01,32.331,35.612,34.39,29.384
-4.3294,-1.1786,6.0181,5.6359,-0.61363,-3.0564,-7.418,-5.0873,0.2856,5.0303,-0.78643,-5.8387,0.11574,7.545,9.7971,10.031,6.2286,9.9596,11.456,7.7378,8.07,3.6548,-0.99493,-4.9631,-1.6115,-1.4789,4.4132,10.025,8.1798,13.974,15.488,11.934,18.261,16.794,12.765,18.776,14.97,10.727,12.943,17.069,16.532,21.454,28.123,22.661,21.893,21.841,21.741,21.391,26.319,30.208,30.149,24.43,19.388,20.462,28.165,28.227,30.656,24.74,18.498,16.708,18.122,17.375,11.5,8.0452,8.1136,9.5416,8.8089,13.972,16.244,19.548,15.916,19.065,24.775,30.341,27.263,30.075,34.155,35.469,33.005,29.951,25.949,23.35,19.154,19.461,25.875,29.366,29.313,32.6,32.274,32.824,38.519,42.992,44.136,50.607,51.905,57.415,56.894,52.73,50.182,53.276,51.907,45.508,40.935
-0.39351,5.2843,5.0371,6.877,10.586,17.239,19.83,17.17,20.158,23.696,27.261,31.819,35.298,37.418,33.665,32.599,36.554,40.192,44.23,49.917,47.431,41.675,39.361,44.936,49.939,56.889,56.048,58.369,63.143,62.6,55.979,49.822,47.421,51.179,56.129,55.109,47.403,42.308,35.959,33.146,30.426,31.973,29.483,27.932,35.307,41.741,48.629,54.054,57.001,51.809,51.172,48.916,54.118,56.894,57.161,64.04,67.884,71.29,73.856,70.23,67.613,73.879,77.452,78.556,85.477,91.489,97.327,103.18,101.59,96.132,91.084,86.734,81.993,79.07,80.911,86.258,89.171,93.824,100.05,98.178,103.33,101.08,95.353,89.354,91.394,96.741,103.21,107.26,110.19,116.56,114.79,116.44,122.93,125.79,118.98,122.35,124.66,129.84,122.83,122.94,129.02,129.8,128.52
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
