-4.061,-9.0266,-6.0367,0.43433,-1.319,-5.9168,-7.8105,-5.8062,-3.0249,-3.8108,-9.6236,-6.1094,0.73779,-1.8211,-8.4757,-13.626,-16.079,-16.562,-15.546,-10.344,-3.5511,2.1018,-2.1865,-5.0502,0.36703,2.5429,-1.3981,-5.02,-3.1534,3.1788,6.336,9.9892,7.1699,2.7053,-3.734,-8.4269,-15.177,-19.054,-14.992,-14.259,-13.393,-9.9613,-16.451,-22.878,-25.468,-19.426,-14.902,-16.159,-14.48,-10.541,-4.8468,-1.1113,0.87967,-0.74758,-4.4232,-5.871,-11.925,-18.76,-24.118,-19.579,-16.796,-21.903,-23.392,-25.085,-24.015,-25.857,-25.682,-29.741,-28.167,-25.229,-28.601,-32.633,-32.825,-28.308,-21.029,-19.382,-17.196,-13.72,-12.196,-7.3372,-8.7899,-11.171,-9.1316,-8.0477,-13.016,-19.775,-25.966,-24.412,-24.5
4.8681,4.1405,1.4396,4.2584,11.636,16.552,17.677,16.497,12.105,5.3144,1.5985,0.90091,3.0389,8.9633,10.259,11.078,13.314,9.4775,2.2205,-0.45919,1.0381,0.047834,-4.2417,-6.5613,-5.0431,-10.958,-14.648,-18.881,-19.696,-15.773,-8.9697,-6.5553,-6.5198,-7.2967,-8.3493,-6.988,-4.3303,-6.3447,-11.735,-16.019,-14.498,-9.1157,-7.1422,-7.4858,-0.93941,2.8922,0.9995,-3.5275,-7.8141,-13.08,-11.764,-12.557,-6.3831,-2.9467,-8.7875,-15.725,-19.902,-18.655,-16.746,-20.71,-17.924,-15.684,-13.33,-6.5547,-4.8063,0.39431,7.6961,6.688,-0.12495,-6.7565,-8.8605,-9.1712,-2.6141,3.2571,4.1103,-0.4659,-7.1326,-6.6807,-1.0672,4.3831,11.912,10.594,5.408,-1.7151,-7.0194,-8.6905,-9.3462,-2.3728,2.1123
4.6561,-0.28201,-5.8714,-5.3005,-6.8891,-9.6725,-15.996,-21.972,-26.656,-25.282,-21.9,-15.952,-16.617,-16.331,-17.996,-23.283,-29.659,-35.173,-35.95,-32.125,-34.005,-29.674,-25.896,-19.912,-15.524,-14.181,-10.613,-15.22,-22.088,-23.405,-24.45,-17.991,-10.9,-4.7773,-0.98602,4.0108,3.5324,-2.4959,-4.6824,-10.233,-17.747,-14.413,-13.013,-10.966,-10.895,-10.724,-15.342,-20.574,-25.418,-28.277,-31.237,-36.211,-38.781,-45.371,-46.065,-46.134,-45.332,-43.317,-38.671,-35.126,-29.938,-25.576,-19.589,-19.546,-25.9,-31.432,-33.539,-39.537,-40.812,-39.626,-34.241,-28.644,-24.136,-21.895,-23.506,-29.224,-32.969,-38.735,-43.183,-41.803,-42.797,-49.411,-53.785,-54.392,-53.374,-53.344,-50.144,-49.695,-55.221
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
