2.1811,-1.3124,-8.1992,-7.1479,-2.9908,-0.63315,2.5252,0.72486,-1.1407,-6.9854,-4.3509,0.71713,6.5526,10.764,7.7496,3.3483,-2.1441,-9.0963,-10.279,-4.4391,-2.7146,-5.1929,-7.1195,-13.293,-11.845,-9.6295,-7.8748,-8.7107,-15.47,-19.886,-23.197,-27.981,-32.6,-35.497,-30.753,-24.476,-26.227,-30.444,-25.556,-19.72,-20.91,-25.825,-25.178,-29.258,-33.718,-38.883,-40.238,-33.961,-27.107,-22.371,-20.629,-27.076,-28.509,-33.405,-29.31,-25.339,-19.096,-13.308,-13.56,-20.216,-25.183,-19.597,-12.868,-11.513,-12.707,-18.932,-20.776,-24.453,-31.407,-30.857,-23.865,-18.446,-22.005,-25.215,-27.965,-31.17,-33.587,-32.358,-25.868,-29.402,-30.959,-31.953,-29.844,-24.083,-26.214,-31.127,-32.852,-27.966,-22.031,-20.658,-25.992,-31.763,-30.106,-23.656,-17.124,-13.232
-6.6878,-1.8219,-0.4233,5.4095,8.3151,12.399,17.475,15.558,12.423,10.812,6.635,11.57,15.425,20.431,21.516,25.008,22.747,22.091,24.505,23.108,16.182,17.011,22.543,18.812,12.43,15.82,18.61,14.063,11.524,14.309,11.045,9.1911,4.2413,2.9043,3.6714,0.3023,-4.7998,-7.0062,-10.235,-12.851,-13.828,-13.571,-20.006,-22.203,-21.993,-25.071,-30.825,-34.225,-31.971,-29.643,-28.516,-28.954,-35.445,-36.693,-41.103,-45.192,-49.217,-48.586,-41.644,-38.702,-34.078,-31.727,-33.539,-40.708,-47.633,-47.913,-41.453,-46.878,-45.191,-46.994,-47.679,-52.469,-57.151,-63.684,-63.895,-62.795,-57.607,-51.491,-52.719,-55.556,-55.243,-56.2,-62.627,-62.22,-56.245,-58.522,-57.208,-53.919,-56.016,-52.018,-48.356,-45.965,-39.066,-39.02,-41.632,-38.761
6.2949,9.9254,11.247,7.1886,2.5816,-2.8227,1.0785,7.5409,13.37,16.083,21.382,23.072,20.235,22.352,28.549,23.328,18.824,18.573,25.105,29.19,28.426,35.274,38.957,40.618,41.682,47.55,53.352,58.644,56.657,52.465,46.602,50.787,48.476,42.231,37.263,36.661,40.96,46.056,50.621,47.746,40.832,36.139,34.355,40.115,35.956,32.271,35.809,37.734,38.456,34.292,27.434,24.389,26.733,21.772,16.959,12.347,9.7344,11.963,9.7658,9.6198,12.327,16.569,18.629,20.39,21.304,21.031,23.291,19.927,19.671,27.13,29.927,27.103,23.756,24.22,30.545,37.375,41.073,37.844,34.984,28.168,20.817,14.275,13.264,9.1178,5.6703,1.9533,-4.8599,-9.2954,-8.573,-3.2101,-1.0952,1.8337,2.4236,-1.208,-1.8026,-7.0096
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
