4.9771,-1.3574,-6.1639,-4.1839,-2.4044,-8.5162,-12.227,-12.421,-5.429,-2.8275,-2.0244,0.39813,-5.3347,-11.608,-18.388,-21.916,-22.869,-16.365,-17.877,-13.53,-6.9012,-2.5916,-5.4691,-9.6767,-7.3111,-4.7601,-9.3146,-9.0839,-9.1265,-10.486,-16.908,-22.624,-26.166,-24.122,-20.931,-19.802,-24.147,-27.059,-27.619,-20.873,-13.758,-14.408,-19.809,-26.375,-26.959,-20.655,-13.837,-12.217,-12.341,-18.158,-22.674,-28.872,-34.073,-32.85,-30.403,-30.303,-35.112,-35.219,-33.095,-35.512,-29.706,-26.653,-27.892,-27.603,-27.743,-23.655,-25.951,-30.231,-27.629,-27.078,-31.631,-36.834,-38.531,-43.413,-46.713,-51.046,-48.637,-43.672,-36.957,-41.186,-48.203,-52.075,-46.043,-38.901,-35.301,-38.341,-40.558,-44.248,-50.147,-53.187,-55.559,-49.461,-43.79
-8.4106,-8.76,-8.3289,-11.597,-4.7774,-1.2482,0.48149,5.4067,6.8373,3.4211,7.8366,13.734,17.199,15.056,14.621,11.965,7.7011,8.5152,15.56,17.82,16.755,18.365,14.186,16.446,22.918,28.179,29.087,30.318,27.022,24.886,24.935,22.914,22.885,29.161,33.349,37.005,37.009,30.512,29.328,26.093,25.999,20.727,18.018,19.064,16.916,13.025,11.625,7.4936,1.1419,0.87546,6.7825,10.214,7.4748,0.70334,-2.5423,1.2781,6.3106,0.68999,3.3862,9.8376,12.551,6.6422,12.338,10.99,4.7644,0.13408,-6.348,-8.717,-6.4322,-1.1648,3.8588,6.4727,1.0271,-5.2707,-8.0837,-2.8578,3.4757,1.1906,3.4559,8.8858,9.2471,3.7994,-1.7329,-4.8097,-6.809,-8.2367,-2.1091,-1.9474,-3.853,2.0375,3.3498,5.9143,2.9886
4.6045,6.7137,2.6997,-3.783,-6.5601,-6.5577,-0.7231,4.5309,2.9879,8.5653,14.045,11.601,12.714,10.609,9.6708,3.9426,-1.8287,-4.5997,-4.7949,0.03177,2.2869,-3.3503,-8.3459,-13.234,-14.319,-9.8928,-5.0107,1.8486,7.812,14.144,12.325,8.9922,2.842,0.78005,6.4489,12.35,17.848,16.886,24.012,25.894,26.681,22.079,18.455,18.317,25.073,26.289,25.597,20.54,17.508,13.567,12.885,10.53,6.9022,3.3433,9.6688,15.603,18.131,21.677,27.805,29.55,31.604,34.567,37.748,44.537,46.784,43.428,42.473,47.522,53.399,57.538,59.273,54.621,50.114,50.182,56.018,58.464,59.834,64.773,65.697,66.169,68.272,70.48,72.016,71.618,66.141,60.203,58.66,52.496,48.296,50.272,44.211,41.506,38.9
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
