-1.9041,-2.5066,0.36381,0.32664,-7.574,-11.776,-10.091,-8.5141,-11.335,-14.958,-11.119,-4.2625,-2.8618,-4.4259,-8.0588,-12.001,-10.908,-11.407,-5.1526,-0.33017,5.1817,9.3832,9.7474,8.6227,5.7131,1.9851,8.5233,8.3239,9.1765,13.891,14.948,22.081,24.834,28.417,28.294,21.741,18.152,19.878,16.037,13.813,19.013,24.215,25.06,27.559,33.058,38.535,43.839,43.245,38.798,41.068,38.826,42.06,41.205,38.847,34.553,35.151,35.219,39.228,46.43,48.91,46.812,51.927,56.357,53.44,50.29,52.549,54.079,57.21,56.234,50.609,44.203,48.357,54.396,58.521,52.315,44.678,38.718,43.137,45.811,46.981,48.307,43.164,43.601,37.922,31.782,29.948,31.166,33.189,37.898,35.958,38.618,36.273,31.726,26.646,24.66,22.051,24.079,17.312
-9.4869,-2.6471,3.6763,-0.97308,1.0136,3.9724,7.7229,10.435,4.0812,-1.6217,-2.1451,-0.58271,6.1876,11.9,13.82,12.446,9.2779,2.5966,0.23378,4.5125,7.4011,2.9295,3.7461,7.9397,7.7846,13.741,17.056,24.158,25.925,27.39,22.731,21.948,20.499,14.359,7.0933,5.4992,9.9822,9.8207,8.5335,5.4823,0.32817,3.7303,10.699,10.002,13.488,17.403,19.051,21.943,18.034,10.936,10.955,8.1709,6.82,10.571,16.268,22.595,25.327,27.749,26.933,23.484,19.593,16.282,21.759,18.288,13.589,10.066,16.534,22.226,29.058,34.147,36.969,36.502,32.457,27.283,25.531,26.558,25.654,23.93,21.807,27.045,28.381,32.903,32.635,35.02,34.099,30.28,29.405,26.555,25.668,19.224,15.959,14.925,10.031,14.663,16.129,22.435,25.628,25.553
-3.7916,-1.949,-0.44251,4.4537,2.6031,-2.1872,-8.6739,-15.478,-18.574,-16.103,-10.329,-11.257,-8.4528,-3.9863,1.5952,6.9998,13.042,15.016,15.166,13.033,9.1047,5.3115,-1.7036,-7.3055,-13.782,-15.948,-15.669,-14.163,-7.1622,-1.942,3.2067,3.6792,-2.6072,-3.6452,-3.0706,-4.4899,-1.0738,5.636,11.031,16.864,17.643,21.42,20.082,12.699,13.756,14.522,18.619,24.846,28.842,27.55,21.459,16.099,9.0351,3.2392,3.4127,1.6226,7.7027,13.295,13.265,7.4593,2.4094,-0.24941,-1.942,-7.7813,-11.112,-16.778,-19.381,-15.367,-11.504,-11.932,-15.41,-21.594,-20.404,-24.688,-28.174,-29.109,-24.487,-19.597,-14.255,-9.513,-2.7358,-1.4955,4.8567,7.8287,4.0659,-1.1616,-8.0414,-13.78,-8.3204,-8.2215,-12.784,-19.036,-20.9,-20.177,-13.264,-13.517,-19.668,-22.497
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
