-3.8147,-1.6254,-5.0443,-2.3702,4.0077,9.6,15.201,18.117,21.742,18.969,13.684,7.3903,6.7469,6.8694,3.9845,2.779,4.3891,2.0591,7.0455,9.2447,4.9246,-1.2064,-7.4971,-9.7608,-15.103,-17.859,-12.993,-5.8448,0.72299,3.4462,3.2492,6.6047,3.0952,-3.9586,-7.787,-9.3047,-4.5154,1.9313,3.1082,1.6334,-5.1287,-7.3195,-13.678,-19.971,-19.284,-17.683,-19.849,-16.692,-9.8698,-7.1396,-1.8656,-3.7876,-9.6918,-15.294,-18.185,-17.083,-11.258,-4.7154,-7.0836,-11.879,-16.725,-13.989,-7.027,-9.7033,-12.775,-7.0418,-2.1291,1.0237,-3.4363,-3.8064,2.4312,5.4388,8.935,10.016,13.989,13.955,10.832,7.1579,1.5727,-4.1062,-0.24446,-1.1155,-2.6997,-8.8736,-12.145,-6.7074,-7.382,-14.29,-17.639,-15,-8.867,-2.3661,-0.44096,1.1946,-4.278,-6.6537,-12.562,-18.066,-15.902,-17.468
-6.4468,-2.6111,-1.4783,3.2497,3.9891,3.558,0.61524,-5.6872,-5.7782,-11.829,-11.62,-13.319,-15.947,-17.409,-11.451,-6.9898,-3.7472,-1.8883,-2.2762,-8.024,-13.771,-10.798,-7.9356,-8.6939,-5.0471,0.54273,3.3802,5.3894,6.4805,1.0916,-3.6783,-9.6293,-15.022,-17.139,-15.45,-11.833,-8.7865,-10.459,-15.867,-20.633,-17.734,-19.195,-17.966,-14.8,-10.163,-12.676,-19.956,-25.439,-27.133,-27.975,-29.039,-31.958,-35.641,-31.811,-28.989,-34.122,-36.781,-39.315,-45.186,-47.026,-45.126,-48.87,-48.424,-42.07,-37.199,-38.157,-40.748,-46.438,-46.144,-44.204,-39.754,-38.579,-37.93,-31.636,-31.251,-34.685,-31.223,-26.384,-30.215,-33.235,-32.154,-33.238,-26.998,-25.212,-25.078,-26.162,-28.216,-29.209,-22.444,-16.082,-17.909,-19.37,-19.138,-22.085,-19.305,-26.341,-30.284,-26.765,-21.39,-14.637
-11.198,-5.746,0.54332,5.0314,1.6347,5.9785,3.138,2.1092,8.4025,11.667,16.535,14.553,7.7952,0.98046,0.1094,5.1804,11.039,17.202,22.085,25.38,25.332,25.561,24.133,30.846,33.285,32.297,26.694,26.57,29.924,33.892,38.774,37.544,35.037,33.716,39.156,44.716,48.831,49.633,54.503,59.291,58.405,52.202,50.614,49.418,54.874,61.636,61.015,63.79,63.617,57.387,52.999,46.872,44.663,43.266,48.898,53.918,55.994,54.085,50.766,46.175,41.268,36.549,36.544,34.476,30.896,27.684,31.815,29.49,23.765,17.682,17.009,24.024,30.763,32.74,26.785,20.25,14.345,18.153,20.104,22.698,28.575,35.466,39.434,37.597,31.374,26.812,20.242,23.732,24.476,23.365,20.763,22.605,16.465,10.474,6.4843,7.5884,6.3196,9.1125,12.878,11.843
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
