-3.0693,-4.4835,-1.3769,4.1064,-0.59639,2.4312,2.4128,4.5303,2.0786,5.348,7.581,7.772,6.0367,8.0413,12.514,15.945,12.533,10.884,11.076,14.471,18.322,24.833,29.321,28.369,23.802,25.865,22.746,19.112,18.868,23.803,27.724,31.319,29.933,22.796,15.875,8.7708,2.2899,2.1748,8.9015,14.564,12.377,9.8731,9.1366,11.366,15.851,15.625,17.071,17.267,21.403,24.733,28.447,27.903,25.716,19.86,18.381,17.837,13.735,17.255,13.123,12.587,10.341,5.7072,5.6729,12.83,19.323,23.51,30.206,33.942,36.122,32.396,26.132,23.945,22.061,18.38,14.408,14.289,18.093,21.086,21.094,21.537,26.354,33.69,34.438,30.074,31.848,25.906,24.203,30.299,33.317,28.061,22.437,20.486,24.414,28.173,30.488,24.058,24.242,30.267,34.112,34.632,39.537,34.682,28.507,22.734,27.168,30.491,29.467,29.781,36.422,34.151,27.762,24.65,18.371
-2.683,0.18184,0.83076,4.0922,8.8931,12.225,7.9434,5.9809,-1.0294,-2.284,-7.4077,-11.98,-12.639,-6.2081,0.28052,6.5357,5.9643,2.9926,9.1973,14.62,13.573,9.8188,5.4379,5.3611,2.0731,-5.1107,-5.7849,-8.8997,-11.295,-15.602,-12.377,-8.6523,-2.742,-4.998,-6.7473,-5.0088,-6.9194,-7.8715,-5.0712,-1.5753,-4.567,-10.537,-15.745,-18.077,-19.291,-11.946,-5.5915,0.7259,1.1903,0.64514,-6.3816,-12.392,-16.443,-16.842,-9.7382,-14.234,-18.847,-24.609,-30.406,-29.362,-22.281,-17.817,-17.094,-19.348,-23.026,-24.46,-24.784,-18.926,-13.298,-14.728,-12.657,-7.7488,-1.143,-1.7103,-7.8734,-15.123,-21.122,-23.166,-16.339,-11.289,-13.729,-12.083,-4.5999,1.8125,1.9064,-1.0334,-7.5303,-11.446,-7.2024,-6.5634,-9.5702,-15.912,-20.798,-19.34,-13.098,-10.61,-10.303,-13.929,-8.3861,-4.1469,0.38033,2.063,-1.0971,2.1068,4.9148,3.1882,1.039,-5.4423,-7.9205,-10.259,-11.143,-5.7693,-3.6727
-1.3562,5.084,11.751,6.6547,7.4351,13.109,18.895,25.79,28.006,21.716,17.252,10.496,3.4901,0.044613,-0.96944,1.2821,7.3204,12.582,14.352,17.103,22.335,20.916,24.01,30.502,34.729,33.172,26.426,22.326,16.647,15.46,11.402,6.4215,9.3527,8.1294,6.8028,7.009,9.436,16.874,19.958,22.771,29.307,26.211,19.391,12.682,7.3213,9.2138,13.198,9.647,14.106,20.336,20.423,25.507,31.976,36.961,36.014,30.511,28.154,29.097,27.94,35.412,37.013,33.941,26.741,22.696,20.896,15.092,17.437,19.302,15.682,9.3356,5.3865,1.0924,-0.95336,-6.8381,-6.4682,-4.6277,-3.8863,-9.8732,-10.906,-5.8249,-2.5144,-2.3259,-2.9956,-2.3702,-9.2561,-12.267,-12.243,-12.098,-16.626,-21.301,-23.385,-20.89,-24.333,-30.522,-30.268,-32.932,-40.152,-42.175,-38.596,-33.052,-36.279,-41.52,-41.643,-43.131,-47.445,-53.336,-59.743,-63.251,-61.258,-54.288,-54.503,-51.62,-53.411
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
